train,train_accuracy,val,val_accuracy,lr_w,lr_m
0.7701925485928853,0.841875,0.7778514129050235,0.8396666666666667,0.001,0.001
0.5844451821645101,0.858375,0.5965911707979568,0.8536666666666667,0.001,0.001
0.4471123936971029,0.8838958333333333,0.4619311030874861,0.8789166666666667,0.001,0.001
0.3906262319087982,0.8948958333333333,0.41096108644566637,0.88475,0.001,0.001
0.3392498346567154,0.901375,0.3655259108289759,0.8885,0.001,0.001
0.30725898333390556,0.908625,0.336074227982379,0.8944166666666666,0.001,0.001
0.28093923409779864,0.9127083333333333,0.31476508873574277,0.8999166666666667,0.001,0.001
0.28435318330923715,0.9078333333333334,0.32382150533351495,0.8934166666666666,0.001,0.001
0.24548620454470316,0.9212083333333333,0.28763109730913283,0.90475,0.001,0.001
0.23850429658095043,0.9220833333333334,0.28863614004977206,0.9016666666666666,0.001,0.001
0.22132552667458852,0.927625,0.2747156667582532,0.9058333333333334,0.001,0.001
0.22395559193690617,0.9245416666666667,0.2855556699189734,0.90175,0.001,0.001
0.2029273421963056,0.9318333333333333,0.27160263632206205,0.9059166666666667,0.001,0.001
0.1932118827700615,0.9329375,0.2574929782050721,0.9086666666666666,0.001,0.001
0.18580363609393438,0.9373541666666667,0.25956949052658485,0.90825,0.001,0.001
0.18666524173816046,0.9364583333333333,0.26027554717469725,0.9064166666666666,0.001,0.001
0.18921442312002182,0.9332083333333333,0.27133359649079913,0.9058333333333334,0.001,0.001
0.16856592949231466,0.9426875,0.2506194200287474,0.91275,0.001,0.001
0.1591164697209994,0.9454166666666667,0.25052965765303753,0.9110833333333334,0.001,0.001
0.16265976583957673,0.9432291666666667,0.2603941217381903,0.9051666666666667,0.001,0.001
0.15536965084075927,0.9465625,0.2615334889356126,0.9076666666666666,0.001,0.001
0.13826600155234336,0.9521666666666667,0.24582003215526013,0.91325,0.001,0.001
0.13521533393859864,0.9538541666666667,0.24866797790882436,0.9115833333333333,0.001,0.001
0.1462372043132782,0.947875,0.2627010443743239,0.90925,0.001,0.001
0.14647953409949938,0.9467916666666667,0.26953276294343015,0.9066666666666666,0.001,0.001
0.14568466201424599,0.9482291666666667,0.26468384202490464,0.9075,0.001,0.001
0.11954784786701203,0.95725,0.2527806796926133,0.9128333333333334,0.001,0.001
0.12535777941346168,0.9541041666666666,0.2636458889601078,0.9095833333333333,0.0005,0.0005
0.10724863675236702,0.9637291666666666,0.25780846590691425,0.91175,0.0005,0.0005
0.10330661623676618,0.9655208333333334,0.2567757206394317,0.9131666666666667,0.0005,0.0005
0.10020154458036025,0.9668333333333333,0.2539080137268026,0.9134166666666667,0.0005,0.0005
0.10400424167513847,0.9649375,0.25640387135617276,0.91325,0.0005,0.0005
0.11304497882723809,0.9601875,0.2676165848970413,0.9079166666666667,0.0005,0.0005
0.09687671350439389,0.9665833333333333,0.25998001973679724,0.9111666666666667,0.00025,0.00025
0.08178383626540502,0.9749166666666667,0.24910054926542527,0.9169166666666667,0.00025,0.00025
0.08117282070716222,0.9749583333333334,0.2523459991876115,0.9153333333333333,0.00025,0.00025
0.08703354927897454,0.9706875,0.2578206945289957,0.914,0.00025,0.00025
0.07712113284071287,0.9759583333333334,0.2518796743230617,0.9139166666666667,0.00025,0.00025
0.08716885138303042,0.9702291666666667,0.2580882786436284,0.91125,0.00025,0.00025
0.07982362474004427,0.9743541666666666,0.2575757230849976,0.9130833333333334,0.000125,0.000125
0.06931364880502223,0.9799166666666667,0.2547685703698625,0.9145,0.000125,0.000125
0.07368176370859146,0.9771458333333334,0.2559990943112272,0.9150833333333334,0.000125,0.000125
0.08028713728984196,0.9735625,0.2647246173087587,0.91125,0.000125,0.000125
0.07166443107525508,0.9774583333333333,0.26358716538611876,0.9136666666666666,0.000125,0.000125
0.06830884655813377,0.97975,0.2582777992207953,0.91475,0.000125,0.000125
0.07847949100534121,0.974,0.27422890479260303,0.9109166666666667,6.25e-05,6.25e-05
0.06243463773032029,0.9822916666666667,0.25696472031004886,0.9146666666666666,6.25e-05,6.25e-05
0.06673529580732186,0.9795833333333334,0.2628820741430242,0.91225,6.25e-05,6.25e-05
0.060529992232720056,0.982875,0.25521445908444995,0.9171666666666667,6.25e-05,6.25e-05
0.06638598836461702,0.9804791666666667,0.2630525120395295,0.9149166666666667,6.25e-05,6.25e-05
